Year,Year_Rank,Song,Artist,Genre,Peak,danceability,energy,valence,tempo,duration_min,loudness,acousticness
1972,100,You Ought To Be With Me,Al Green,R&B/Soul,3,0.711,0.44,0.577,107.6,3.32,-11.5,0.472
1973,1,Why Me,Kris Kristofferson,Country,16,0.426,0.132,0.307,81.6,3.45,-16.7,0.64
1973,2,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,Pop,1,0.559,0.615,0.68,87.6,3.44,-12.3,0.283
1973,3,"Bad, Bad Leroy Brown",Jim Croce,Rock,1,0.6,0.534,0.815,144.7,2.83,-10.9,0.439
1973,4,Let's Get It On,Marvin Gaye,R&B/Soul,1,0.543,0.62,0.607,167.1,4.85,-10.6,0.038
1973,5,Playground In My Mind,Clint Holmes,Pop,2,0.704,0.681,0.927,125.2,2.88,-7.4,0.431
1973,6,Touch Me In The Morning,Diana Ross,Electronic/Dance,1,0.355,0.615,0.603,137.2,3.46,-7.2,0.454
1973,8,Will It Go Round In Circles,Billy Preston,R&B/Soul,1,0.689,0.871,0.898,98.4,4.48,-7.9,0.286
1973,9,Midnight Train To Georgia,Gladys Knight And The Pips,Electronic/Dance,1,0.594,0.38,0.446,92,4.66,-12.1,0.273
1973,10,Delta Dawn,Helen Reddy,Country,1,0.48,0.818,0.794,157.3,3.18,-8.4,0.462
1973,11,That Lady (Part 1),The Isley Brothers,Electronic/Dance,6,0.735,0.632,0.715,132.1,3.52,-4.1,0.017
1973,13,Drift Away,Dobie Gray,R&B/Soul,5,0.508,0.46,0.565,75.8,3.9,-7.7,0.325
1973,14,Little Willy,The Sweet,Pop,3,0.733,0.425,0.823,127.8,3.28,-13.7,0.195
1973,15,My Love,Paul McCartney And Wings,Pop,1,0.491,0.405,0.287,128.4,5.68,-12.9,0.336
1973,16,Shambala,Three Dog Night,Country,3,0.716,0.717,0.892,121,2.49,-10.4,0.345
1973,17,The Night The Lights Went Out In Georgia,Vicki Lawrence,Pop,1,0.457,0.406,0.613,173,3.68,-13.5,0.852
1973,19,Brother Louie,Stories,Rock,1,0.697,0.498,0.85,103.8,3.93,-9.1,0.101
1973,20,Right Place Wrong Time,Dr. John,R&B/Soul,9,0.789,0.494,0.826,104.6,2.92,-13.7,0.092
1973,21,Frankenstein,Edgar Winter Group,Country,1,0.625,0.733,0.524,95.2,4.74,-12.1,0.06
1973,22,Killing Me Softly With His Song,Roberta Flack,Electronic/Dance,1,0.477,0.381,0.329,121.6,4.78,-10.2,0.727
1973,23,Wildflower,Skylark,Country,9,0.706,0.379,0.493,124.9,4.31,-10.1,0.431
1973,24,You Are The Sunshine Of My Life,Stevie Wonder,R&B/Soul,1,0.519,0.46,0.675,132.1,2.97,-14.5,0.823
1973,26,Heartbeat - It's A Lovebeat,The DeFranco Family featuring Tony DeFranco,Pop,3,0.48,0.755,0.77,145.3,3.25,-9.8,0.218
1973,27,We're An American Band,Grand Funk,Country,1,0.637,0.89,0.923,127.7,3.45,-4.9,0.119
1973,28,Angie,The Rolling Stones,Rock,1,0.438,0.541,0.396,136.2,4.53,-6,0.725
1973,29,Stuck In The Middle With You,Stealers Wheel,Rock,6,0.787,0.541,0.962,124.2,3.4,-10.4,0.082
1973,30,I'm Gonna Love You Just A Little More Baby,Barry White,Electronic/Dance,3,0.606,0.486,0.809,87.6,7.19,-13.6,0.011
1973,31,"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn Featuring Tony Orlando,Pop,3,0.527,0.702,0.611,170.6,2.87,-9.3,0.524
1973,32,Danny's Song,Anne Murray,Country,7,0.512,0.379,0.522,144.7,3.14,-12.3,0.418
1973,34,Natural High,Bloodstone,R&B/Soul,10,0.332,0.371,0.375,173.3,4.14,-9.9,0.729
1973,35,Diamond Girl,Seals & Crofts,Country,6,0.762,0.737,0.79,93.9,3.76,-2.5,0.338
1973,36,Long Train Runnin',The Doobie Brothers,Country,8,0.575,0.912,0.843,117.4,3.45,-7.3,0.092
1973,37,Ramblin Man,The Allman Brothers Band,Country,2,0.349,0.692,0.952,179.4,4.81,-11.7,0.462
1973,38,Top Of The World,Carpenters,Rock,1,0.379,0.343,0.694,184.3,2.99,-13,0.806
1973,39,If You Want Me To Stay,Sly & The Family Stone,Rock,12,0.843,0.48,0.762,102,3.01,-11.6,0.28
1973,40,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight And The Pips,Electronic/Dance,2,0.511,0.346,0.599,140.3,4.4,-14.3,0.685
1973,41,I'm Doin' Fine Now,New York City,Pop,17,0.842,0.641,0.82,117.2,2.75,-8.8,0.025
1973,42,Paper Roses,Marie Osmond,Country,5,0.301,0.325,0.298,116.6,2.87,-8.8,0.669
1973,43,Daniel,Elton John,Rock,2,0.691,0.467,0.904,132,3.91,-11.9,0.414
1973,44,Last Song,Edward Bear,Rock,3,0.554,0.62,0.791,128.9,3.25,-8.1,0.403
1973,45,Crocodile Rock,Elton John,Rock,1,0.626,0.803,0.968,149.9,3.92,-7.2,0.033
1973,46,Space Race,Billy Preston,R&B/Soul,4,0.629,0.819,0.699,107.6,3.48,-8.4,0.056
1973,47,Smoke On The Water,Deep Purple,R&B/Soul,4,0.632,0.586,0.89,114.2,5.7,-11.3,0.098
1973,48,Love Train,The O'Jays,Electronic/Dance,1,0.744,0.568,0.687,122.7,2.97,-9.6,0.186
1973,49,Behind Closed Doors,Charlie Rich,Country,15,0.492,0.329,0.589,85.2,2.91,-11.8,0.961
1973,50,Feelin' Stronger Every Day,Chicago,Rock,10,0.375,0.878,0.667,159.8,4.25,-6.1,0.009
1973,51,Could It Be I'm Falling In Love,The Spinners,Electronic/Dance,4,0.382,0.727,0.826,207.3,4.16,-6.7,0.729
1973,52,The Cisco Kid,War,Rock,2,0.85,0.852,0.962,141.9,3.77,-6.7,0.208
1973,53,Live And Let Die,Wings,Rock,2,0.262,0.777,0.264,152.5,3.05,-8.7,0.011
1973,54,I Believe In You (You Believe In Me),Johnnie Taylor,R&B/Soul,11,0.645,0.453,0.521,96.4,5.12,-10.1,0.758
1973,55,Give Me Love - (Give Me Peace On Earth),George Harrison,Rock,1,0.388,0.564,0.6,79.3,3.59,-11.5,0.485
1973,56,Ain't No Woman (Like The One I've Got),Four Tops,Electronic/Dance,4,0.562,0.592,0.869,99,3.13,-9.7,0.33
1973,57,Sing,Carpenters,Rock,3,0.506,0.28,0.316,139.8,3.31,-16.7,0.909
1973,59,Higher Ground,Stevie Wonder,R&B/Soul,4,0.716,0.85,0.821,125.5,3.71,-9.9,0.063
1973,60,Here I Am Come & Take Me,Al Green,R&B/Soul,10,0.815,0.388,0.846,94.6,4.28,-12.2,0.318
1973,61,Just You 'n' Me,Chicago,Rock,4,0.618,0.651,0.705,106.2,3.71,-7.9,0.262
1973,62,"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,Country,6,0.648,0.472,0.907,142.2,2.87,-13.1,0.357
1973,63,My Maria,B.W. Stevenson,Country,9,0.74,0.622,0.961,121.6,2.53,-10.6,0.083
1973,64,Daddy's Home,Jermaine Jackson,Electronic/Dance,9,0.544,0.179,0.4,93.3,2.37,-16.5,0.731
1973,65,Get Down,Gilbert O'Sullivan,Rock,7,0.709,0.782,0.644,94.2,3.75,-3.4,0.262
1973,66,You're So Vain,Carly Simon,Pop,1,0.659,0.678,0.647,106.2,4.31,-8.2,0.157
1973,67,Hocus Pocus,Focus,Electronic/Dance,9,0.262,0.818,0.395,183.6,6.71,-5.5,0.022
1973,68,The Morning After,Maureen McGovern,Pop,1,0.408,0.511,0.354,80.2,2.36,-7.2,0.475
1973,69,Reeling In The Years,Steely Dan,R&B/Soul,11,0.527,0.758,0.77,135.2,4.65,-10.3,0.135
1973,70,Yesterday Once More,Carpenters,Rock,2,0.254,0.38,0.408,168.5,3.89,-13.8,0.672
1973,71,Boogie Woogie Bugle Boy,Bette Midler,Rock,8,0.658,0.647,0.825,98.5,2.29,-6.8,0.659
1973,72,Knockin' On Heaven's Door,Bob Dylan,Rock,12,0.513,0.396,0.229,140.2,2.5,-13.1,0.251
1973,73,Yes We Can Can,The Pointer Sisters,Electronic/Dance,11,0.786,0.544,0.81,90,6.05,-14,0.026
1973,74,Kodachrome,Paul Simon,Rock,2,0.592,0.705,0.902,135.8,3.59,-10.3,0.029
1973,75,Photograph,Ringo Starr,Pop,1,0.602,0.877,0.617,123.7,4.13,-6.6,0
1973,76,Rocky Mountain High,John Denver,Country,9,0.455,0.437,0.724,81.4,4.73,-11.4,0.314
1973,77,So Very Hard To Go,Tower Of Power,R&B/Soul,17,0.645,0.639,0.72,95.3,3.62,-6.5,0.568
1973,78,Masterpiece,The Temptations,R&B/Soul,7,0.642,0.448,0.299,137.8,4.92,-10.4,0.492
1973,79,Peaceful,Helen Reddy,Country,12,0.481,0.4,0.442,139.6,2.9,-11.2,0.311
1973,80,One Of A Kind (Love Affair),The Spinners,Electronic/Dance,11,0.608,0.428,0.881,176.7,3.57,-11.6,0.263
1973,81,Funky Worm,Ohio Players,Electronic/Dance,15,0.681,0.651,0.96,86.6,2.68,-9.8,0.094
1973,82,The Most Beautiful Girl,Charlie Rich,Country,1,0.566,0.409,0.458,103.2,2.7,-10.4,0.702
1973,83,All I Know,Garfunkel,Rock,9,0.276,0.386,0.405,81.1,3.85,-13.2,0.785
1973,84,The Whole Town's Laughing At Me,Teddy Pendergrass,Electronic/Dance,7,0.56,0.549,0.493,97.5,4.45,-10.2,0.097
1973,85,Do You Want To Dance?,Bette Midler,Rock,17,0.384,0.393,0.446,167.2,2.71,-8,0.641
1973,86,Break Up To Make Up,The Stylistics,Electronic/Dance,5,0.4,0.28,0.149,121.5,3.95,-13.4,0.522
1973,88,I Got A Name,Jim Croce,Rock,10,0.584,0.656,0.609,86.7,3.21,-9.4,0.83
1973,89,Also Sprach Zarathustra (2001),Deodato,R&B/Soul,2,0.448,0.763,0.513,117.9,11.05,-11.7,0.431
1973,90,Stir It Up,Johnny Nash,R&B/Soul,12,0.654,0.38,0.851,84.6,3.04,-13.2,0.121
1973,91,Money,Pink Floyd,Rock,13,0.95,0.59,0.219,130,3.06,-6.5,0.005
1973,92,Gypsy Man,War,Rock,8,0.521,0.806,0.744,126.8,5.37,-5.3,0.004
1973,93,Dancing In The Moonlight,King Harvest,Rock,13,0.657,0.435,0.771,136,3.02,-15.7,0.739
1973,94,Free Ride,Edgar Winter Group,Country,14,0.674,0.686,0.814,124.2,3.12,-11.9,0.29
1973,95,Space Oddity,David Bowie,Rock,15,0.299,0.443,0.434,139.5,5.31,-12.6,0.075
1973,96,Don't Expect Me To Be Your Friend,Lobo,Country,8,0.513,0.347,0.52,78.8,3.63,-13.5,0.273
1973,97,The Twelfth Of Never,Donny Osmond,Pop,8,0.427,0.478,0.281,89.3,2.7,-6.2,0.608
1973,98,"Oh, Babe, What Would You Say?",Hurricane Smith,Pop,3,0.724,0.816,0.745,148.9,3.27,-4.6,0.007
1973,99,You're A Special Part Of Me,Diana Ross & Marvin Gaye,Electronic/Dance,12,0.502,0.563,0.526,152.2,3.68,-9.6,0.224
1973,100,"Daddy Could Swear, I Declare",Gladys Knight And The Pips,Electronic/Dance,19,0.838,0.703,0.887,126.5,3.75,-12.2,0.108
1974,1,Come And Get Your Love,Redbone,Pop,5,0.736,0.864,0.763,108.8,3.24,-6.6,0.018
1974,2,Dancing Machine,Jackson 5,R&B/Soul,2,0.776,0.794,0.845,109.3,2.7,-7.7,0.133
1974,3,One Hell Of A Woman,Mac Davis,Country,11,0.634,0.428,0.61,120.2,2.87,-16.5,0.344
1974,4,Midnight At The Oasis,Maria Muldaur,Pop,6,0.705,0.499,0.391,98.7,3.83,-8,0.409
1974,5,You Make Me Feel Brand New,The Stylistics,Electronic/Dance,2,0.451,0.359,0.178,76,4.81,-8.6,0.847
1974,6,Bennie And The Jets,Elton John,Rock,1,0.665,0.673,0.779,132.6,5.38,-8,0.259
1974,7,Seasons In The Sun,Terry Jacks,Pop,1,0.678,0.611,0.821,98.9,3.49,-8.3,0.777
1974,8,The Way We Were,Barbra Streisand,Rock,1,0.264,0.32,0.171,138.1,3.52,-11.7,0.885
1974,9,Jungle Boogie,Kool & The Gang,Electronic/Dance,4,0.808,0.85,0.717,106.9,3.11,-8.8,0.115
1974,10,The Loco-Motion,Grand Funk,Country,1,0.667,0.904,0.952,131.8,3.22,-9.6,0.284
1974,11,Sideshow,Blue Magic,Electronic/Dance,8,0.586,0.337,0.543,133.2,4.19,-13.2,0.837
1974,12,The Entertainer,Billy Joel,Rock,3,0.611,0.912,0.77,101.3,3.68,-6.8,0.105
1974,13,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,Electronic/Dance,1,0.723,0.853,0.965,114.3,3.54,-8.3,0.074
1974,14,Then Came You,Dionne Warwicke & Spinners,Pop,1,0.679,0.886,0.629,125.5,3.95,-6.4,0.003
1974,15,You Haven't Done Nothin,Stevie Wonder,R&B/Soul,1,0.75,0.629,0.824,101.5,3.38,-10,0.294
1974,16,Love's Theme,Love Unlimited Orchestra,Electronic/Dance,1,0.496,0.563,0.723,97.1,4.1,-12.1,0.001
1974,17,Nothing From Nothing,Billy Preston,R&B/Soul,1,0.806,0.708,0.921,102.8,2.63,-8.2,0.577
1974,18,Best Thing That Ever Happened To Me,Gladys Knight And The Pips,Electronic/Dance,3,0.352,0.545,0.459,189.5,3.75,-11.9,0.309
1974,19,Rock On,David Essex,Rock,5,0.676,0.292,0.649,74.8,3.4,-14.4,0.723
1974,20,Sunshine On My Shoulders,John Denver,Country,1,0.322,0.168,0.259,146.7,5.2,-13.9,0.915
1974,21,Boogie Down,Eddie Kendricks,Electronic/Dance,2,0.724,0.624,0.922,114.6,3.88,-10.2,0.26
1974,22,Rock Me Gently,Andy Kim,Pop,1,0.719,0.703,0.776,123.2,3.47,-8.3,0.231
1974,23,Hooked On A Feeling,Blue Swede,Pop,1,0.347,0.476,0.54,129.7,2.78,-10.1,0.401
1974,25,If You Love Me (let Me Know),Olivia Newton-John,Electronic/Dance,5,0.564,0.851,0.762,135.9,1.69,-7.2,0.003
1974,26,The Streak,Ray Stevens,Country,1,0.698,0.526,0.763,119.8,3.3,-14.3,0.637
1974,27,Just Don't Want To Be Lonely,The Main Ingredient,Electronic/Dance,10,0.549,0.444,0.681,149,3.2,-12.9,0.247
1974,28,Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,R&B/Soul,3,0.664,0.634,0.666,93.9,3.47,-6.3,0.683
1974,29,Spiders & Snakes,Jim Stafford,Pop,3,0.658,0.727,0.912,163.8,3.11,-9,0.352
1974,30,Sundown,Gordon Lightfoot,Country,1,0.794,0.427,0.751,105.7,3.56,-15.5,0.334
1974,31,The Show Must Go On,Three Dog Night,Country,4,0.592,0.647,0.78,101.5,3.46,-11.4,0.125
1974,32,You And Me Against The World,Helen Reddy,Country,9,0.384,0.283,0.259,78.6,3.2,-15.5,0.544
1974,33,Feel Like Makin' Love,Roberta Flack,Electronic/Dance,1,0.543,0.529,0.746,85.1,5.23,-9.7,0.326
1974,34,Tell Me Something Good,Rufus Featuring Chaka Khan,Electronic/Dance,3,0.693,0.759,0.881,81,3.25,-4.5,0.364
1974,35,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,Pop,1,0.701,0.69,0.964,122.2,3.43,-10.3,0.023
1974,36,Hang On In There Baby,Johnny Bristol,Electronic/Dance,8,0.585,0.848,0.643,96.2,3.9,-8.4,0.352
1974,37,Dark Lady,Cher,Pop,1,0.527,0.405,0.439,146.7,3.49,-14.5,0.49
1974,38,ANNIE's SONG,John Denver,Country,1,0.304,0.305,0.464,146.1,3.01,-10.9,0.871
1974,39,Waterloo,ABBA,Pop,6,0.441,0.926,0.779,147.6,2.81,-4.7,0.423
1974,40,The Air That I Breathe,The Hollies,Rock,6,0.279,0.473,0.246,167.8,4.29,-8.4,0.242
1974,41,Help Me,Joni Mitchell,Rock,7,0.579,0.536,0.67,81.9,3.41,-10,0.484
1974,42,Rikki Don't Lose That Number,Steely Dan,R&B/Soul,4,0.654,0.475,0.611,116,4.52,-13.5,0.54
1974,44,Mockingbird,Carly Simon & James Taylor,Rock,5,0.666,0.537,0.784,122.5,2.56,-8.6,0.784
1974,45,You Won't See Me,Anne Murray,Country,8,0.678,0.733,0.762,114.8,4.07,-7.4,0.563
1974,46,Do It ('til You're Satisfied),B.T. Express,Electronic/Dance,2,0.703,0.761,0.652,104.8,5.9,-10.1,0.115
1974,47,Tin Man,America,Country,4,0.646,0.531,0.655,172,3.5,-10.8,0.528
1974,49,Rock And Roll Heaven,The Righteous Brothers,R&B/Soul,3,0.48,0.751,0.812,112.4,3.53,-8.2,0.387
1974,50,Hollywood Swinging,Kool & The Gang,Electronic/Dance,6,0.623,0.824,0.574,111.4,4.67,-9,0.02
1974,51,The Night Chicago Died,Paper Lace,Pop,1,0.767,0.45,0.809,106.8,3.39,-12.4,0.347
1974,52,Rock The Boat,The Hues Corporation,Hip-Hop/Rap,1,0.641,0.72,0.418,93,4.58,-5.2,0.069
1974,53,Sweet Home Alabama,Lynyrd Skynyrd,Country,8,0.596,0.605,0.886,97.8,4.73,-12.1,0.181
1974,54,Be Thankful For What You Got,William DeVaughn,R&B/Soul,4,0.799,0.254,0.763,106.9,6.91,-20.3,0
1974,55,Jazzman,Carole King,R&B/Soul,2,0.576,0.657,0.812,118.4,3.72,-10.5,0.227
1974,56,Eres Tu (Touch The Wind),Mocedades,Pop,9,0.291,0.73,0.547,160.7,3.77,-2.8,0.177
1974,57,Takin' Care Of Business,Bachman-Turner Overdrive,Country,12,0.724,0.703,0.965,130,4.83,-14,0.049
1974,58,Radar Love,Golden Earring,Rock,13,0.504,0.719,0.177,102.1,6.45,-9.2,0.009
1974,59,Please Come To Boston,Dave Loggins,Country,5,0.563,0.418,0.347,133.5,4.1,-8.5,0.374
1974,60,Keep On Smilin',Wet Willie,Country,10,0.617,0.393,0.869,102.8,3.96,-15.9,0.108
1974,61,Lookin' For A Love,Bobby Womack,R&B/Soul,10,0.75,0.777,0.971,120.4,2.4,-6.9,0.384
1974,62,Beach Baby,First Class,Pop,4,0.4,0.73,0.442,134.6,4.89,-9.6,0.001
1974,63,On And On,Gladys Knight And The Pips,Electronic/Dance,5,0.859,0.875,0.881,106.6,4.27,-7.3,0.429
1974,64,Clap For The Wolfman,The Guess Who,Country,6,0.614,0.737,0.864,90.6,4.3,-10.2,0.407
1974,65,Oh Very Young,Cat Stevens,Rock,10,0.727,0.4,0.654,111.1,2.61,-11,0.669
1974,66,Rock Your Baby,George McCrae,Electronic/Dance,1,0.594,0.906,0.892,104.4,3.33,-5.5,0.169
1974,67,(i've Been) Searchin' So Long,Chicago,Rock,9,0.194,0.591,0.164,171.1,4.47,-6.2,0.118
1974,68,I Shot The Sheriff,Eric Clapton,R&B/Soul,1,0.74,0.638,0.647,94.4,4.4,-11,0.104
1974,69,I'm Leaving It (All) Up To You,Donny & Marie Osmond,R&B/Soul,4,0.513,0.636,0.723,104.3,2.87,-6.9,0.126
1974,70,My Melody Of Love,Bobby Vinton,Rock,3,0.382,0.483,0.461,82.6,3.2,-9.6,0.337
1974,71,Back Home Again,John Denver,Country,5,0.528,0.305,0.549,117.8,4.76,-11.7,0.837
1974,72,You're Sixteen,Ringo Starr,Rock,1,0.434,0.458,0.749,76.3,1.98,-8.9,0.797
1974,73,Oh My My,Ringo Starr,Rock,5,0.711,0.775,0.963,120.5,4.32,-15.2,0.027
1974,74,For The Love Of Money,The O'Jays,Electronic/Dance,9,0.453,0.828,0.394,96,3.78,-8.4,0.271
1974,75,Can't Get Enough,Bad Company,R&B/Soul,5,0.638,0.686,0.766,126,4.27,-9.9,0.314
1974,77,Jet,Paul McCartney And Wings,Pop,7,0.331,0.733,0.38,128.5,10.35,-8.7,0.089
1974,78,Put Your Hands Together,The O'Jays,Electronic/Dance,10,0.584,0.759,0.748,141.1,4.11,-7.4,0.445
1974,79,Don't Let The Sun Go Down On Me,Elton John,Rock,2,0.437,0.571,0.261,138.7,5.61,-8.9,0.401
1974,80,Let Me Be There,Olivia Newton-John,Electronic/Dance,6,0.593,0.766,0.687,128.3,1.93,-6.6,0.008
1974,81,Tubular Bells,Mike Oldfield,Rock,7,0.374,0.219,0.058,103.5,26.02,-19.1,0.564
1974,82,Everlasting Love,Carl Carlton,Electronic/Dance,6,0.547,0.826,0.504,121.4,2.57,-4.7,0.736
1974,83,I Can Help,Billy Swan,Pop,1,0.471,0.675,0.53,125.3,3.97,-9.1,0.511
1974,84,When Will I See You Again,The Three Degrees,Electronic/Dance,2,0.564,0.594,0.766,120.7,2.98,-9.2,0.732
1974,85,I Honestly Love You,Olivia Newton-John,Electronic/Dance,1,0.619,0.332,0.146,112.1,4.1,-11.4,0.655
1974,86,I've Got The Music In Me,The Kiki Dee Band,Pop,12,0.673,0.467,0.459,120.1,5.16,-13.4,0.209
1974,87,The Lord's Prayer,Sister Janet Mead,Pop,4,0.64,0.395,0.633,124.2,3.1,-11.6,0.65
1974,88,The Bitch Is Back,Elton John,Rock,4,0.586,0.86,0.943,132.9,3.75,-6.8,0.037
1974,89,I'll Have To Say I Love You In A Song,Jim Croce,Rock,9,0.508,0.513,0.702,133.8,2.53,-13.9,0.776
1974,90,Wildwood Weed,Jim Stafford,Pop,7,0.68,0.423,0.72,90,2.68,-13.2,0.705
1974,91,Longfellow Serenade,Neil Diamond,Rock,5,0.634,0.495,0.748,120.8,3.84,-14.6,0.357
1974,92,Don't You Worry 'Bout A Thing,Stevie Wonder,R&B/Soul,16,0.714,0.726,0.92,124.7,4.75,-9.2,0.032
1974,93,A Very Special Love Song,Charlie Rich,Country,11,0.39,0.384,0.333,76.5,2.77,-10.5,0.921
1974,94,Love Song,Anne Murray,Country,12,0.625,0.686,0.556,139.8,3.53,-8.3,0.015
1974,95,Trying To Hold On To My Woman,Lamont Dozier,R&B/Soul,15,0.312,0.53,0.502,83,5.97,-9,0.38
1974,96,Life Is A Rock (But The Radio Rolled Me),Reunion,Pop,8,0.722,0.814,0.509,112.3,3.45,-5.9,0.406
1974,97,My Girl Bill,Jim Stafford,Pop,12,0.746,0.34,0.53,121.5,3.21,-13.9,0.625
1974,98,Wild Thing,Fancy,Electronic/Dance,14,0.779,0.598,0.311,104,2.96,-14.2,0.112
1974,99,My Mistake (Was To Love You),Diana Ross & Marvin Gaye,Electronic/Dance,19,0.677,0.696,0.721,116.6,3.01,-9.8,0.009
1974,100,Show And Tell,Al Wilson,R&B/Soul,1,0.37,0.418,0.926,177.6,3.47,-11.3,0.303
1975,1,Feelings,Morris Albert,R&B/Soul,6,0.596,0.194,0.281,75,4.99,-14.4,0.834
1975,2,Rhinestone Cowboy,Glen Campbell,Country,1,0.644,0.633,0.647,115.2,3.24,-8,0.102
1975,4,Love Will Keep Us Together,Captain & Tennille,Electronic/Dance,1,0.63,0.777,0.928,129.6,3.42,-4.3,0.367
1975,5,I'm On Fire,5000 Volts,Electronic/Dance,16,0.595,0.895,0.929,138.7,2.72,-6.3,0.044
1975,6,Ballroom Blitz,Sweet,Pop,5,0.644,0.799,0.889,108.4,4.11,-10.9,0.082
1975,7,Before The Next Teardrop Falls,Freddy Fender,Pop,1,0.799,0.345,0.776,90.4,2.64,-11.5,0.748
1975,8,I'm Sorry,John Denver,Country,1,0.374,0.449,0.706,182.3,2.99,-10.7,0.702
1975,9,Shining Star,"Earth, Wind & Fire",Electronic/Dance,1,0.676,0.692,0.799,102.5,2.84,-13.1,0.668
1975,10,Fame,David Bowie,Rock,1,0.786,0.555,0.673,95.1,4.36,-10.3,0.454
1975,11,At Seventeen,Janis Ian,Rock,3,0.616,0.271,0.336,125,4.73,-17.2,0.876
1975,12,One Of These Nights,Eagles,Rock,1,0.655,0.606,0.765,110.1,4.86,-10.4,0.06
1975,13,Thank God I'm A Country Boy,John Denver,Country,1,0.762,0.537,0.958,105.6,3.22,-9.6,0.785
1975,14,Why Can't We Be Friends?,War,Rock,6,0.773,0.706,0.966,92.5,3.83,-9,0.193
1975,15,Love Won't Let Me Wait,Major Harris,R&B/Soul,5,0.569,0.205,0.327,115.7,5.55,-17.1,0.919
1975,16,Lovin' You,Minnie Riperton,Electronic/Dance,1,0.392,0.213,0.312,100.5,3.39,-12.5,0.903
1975,17,Wasted Days And Wasted Nights,Freddy Fender,Pop,8,0.628,0.479,0.85,87.6,2.77,-7.6,0.559
1975,18,Fight The Power Part 1,The Isley Brothers,Electronic/Dance,4,0.863,0.74,0.901,125.3,3.3,-8.3,0.054
1975,19,My Eyes Adored You,Frankie Valli,R&B/Soul,1,0.461,0.499,0.387,137.7,3.53,-10.4,0.238
1975,20,Who Loves You,The 4 Seasons,R&B/Soul,3,0.68,0.608,0.904,137.5,4.26,-12.6,0.073
1975,21,They Just Can't Stop It the (Games People Play),The Spinners,Electronic/Dance,5,0.722,0.406,0.638,76.5,3.51,-11.9,0.505
1975,22,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,Country,1,0.637,0.528,0.702,124.8,3.43,-11.3,0.744
1975,23,Jackie Blue,Ozark Mountain Daredevils,Country,3,0.57,0.534,0.961,107.1,4.17,-9.8,0.354
1975,24,Magic,Pilot,Pop,5,0.549,0.932,0.787,82.4,3.27,-4.1,0.013
1975,26,Miracles,Jefferson Starship,Country,3,0.617,0.335,0.655,113.2,6.87,-15.9,0.366
1975,27,Lady Marmalade,Labelle,Electronic/Dance,1,0.751,0.766,0.673,109.9,4.41,-3.6,0.017
1975,28,Jive Talkin',Bee Gees,Electronic/Dance,1,0.815,0.571,0.704,105.9,3.7,-12.9,0.174
1975,29,Could It Be Magic,Barry Manilow,Electronic/Dance,6,0.315,0.506,0.291,122.9,6.82,-7.3,0.85
1975,30,Sky High,Jigsaw,Pop,3,0.611,0.497,0.603,135,2.86,-11.1,0.007
1975,31,Wildfire,Michael Murphey,Country,3,0.719,0.665,0.763,97,4.22,-8.6,0.15
1975,32,I'm Not Lisa,Jessi Colter,Country,4,0.441,0.237,0.145,78.9,3.37,-10.2,0.578
1975,33,Black Water,The Doobie Brothers,Country,1,0.543,0.307,0.649,168.2,4.3,-18.3,0.334
1975,34,I'm Not In Love,10cc,Rock,2,0.401,0.527,0.208,133.7,6.11,-15.6,0.748
1975,35,Fallin' In Love,"Hamilton, Joe Frank & Reynolds",Pop,1,0.625,0.436,0.764,90.3,3,-13.2,0.504
1975,36,Chevy Van,Sammy Johns,Pop,5,0.449,0.547,0.74,152.2,2.98,-12.3,0.457
1975,37,When Will I Be Loved,Linda Ronstadt,Country,2,0.513,0.573,0.621,132.6,2.08,-10,0.186
1975,38,Sister Golden Hair,America,Country,1,0.441,0.547,0.716,134.8,3.33,-12.2,0.13
1975,39,Please Mr. Please,Olivia Newton-John,Electronic/Dance,3,0.463,0.453,0.561,145.8,3.38,-13.2,0.371
1975,40,It Only Takes A Minute,Tavares,Electronic/Dance,10,0.649,0.7,0.972,122.7,4.05,-8.4,0.167
1975,42,Best Of My Love,Eagles,Rock,1,0.559,0.393,0.669,90.1,4.58,-11.1,0.717
1975,43,Walking In Rhythm,The Blackbyrds,Electronic/Dance,6,0.688,0.662,0.807,113,4.23,-13,0.024
1975,44,Have You Never Been Mellow,Olivia Newton-John,Electronic/Dance,1,0.542,0.324,0.421,121.8,3.56,-14.1,0.566
1975,45,This Will Be,Natalie Cole,R&B/Soul,6,0.685,0.623,0.896,126.7,2.87,-11.1,0.228
1975,47,Brazil,The Ritchie Family,Electronic/Dance,11,0.623,0.875,0.741,125.5,5.2,-8.1,0.026
1975,48,Midnight Blue,Melissa Manchester,Rock,6,0.664,0.695,0.656,113.8,3.93,-11.5,0.134
1975,49,I Only Have Eyes For You,Art Garfunkel,Rock,18,0.158,0.174,0.077,179.3,3.65,-16.3,0.732
